"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180911,2018-09-11,095741,CME ,00,095 ,  245043,     625,  115857,   32020,  127374,    1709,       0,   65747,   62911,    8001,    3992,   20845,     215,  237974,  241558,    7069,    3485,   24613,     475,   -4468,   28588,  -12854,    -721,       0,     548,   -8467,    6715,    1407,    3353,     215,   25094,   25215,    -481,    -602,  100.0,    0.3,   47.3,   13.1,   52.0,    0.7,    0.0,   26.8,   25.7,    3.3,    1.6,    8.5,    0.1,   97.1,   98.6,    2.9,    1.4,    135,.,     11,      5,     24,      5,      0,     45,     25,     11,      8,     12,.,     88,     64,    50.0,    49.5,    68.5,    73.3,    48.1,    39.4,    60.5,    60.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180904,2018-09-04,095741,CME ,00,095 ,  220430,     150,  120325,    3432,  140228,    2430,       0,   65199,   71378,    1286,    2585,   17492,       0,  212880,  216343,    7550,    4087,    3411,    -536,    2748,   -1460,    8827,    -180,       0,   -2366,    3671,    -717,    -411,    -877,       0,    3337,    3185,      74,     226,  100.0,    0.1,   54.6,    1.6,   63.6,    1.1,    0.0,   29.6,   32.4,    0.6,    1.2,    7.9,    0.0,   96.6,   98.1,    3.4,    1.9,    128,.,     11,.,     24,      6,      0,     42,     27,      5,      6,     11,      0,     77,     57,    57.1,    47.4,    72.1,    73.7,    57.1,    47.4,    72.1,    72.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180828,2018-08-28,095741,CME ,00,095 ,  217019,     686,  117577,    4892,  131401,    2610,       0,   67565,   67707,    2003,    2996,   18369,       0,  209543,  213158,    7476,    3861,    3823,     136,    5761,    -169,    6835,     320,       0,   -3957,   -8499,    1139,     -74,    4587,       0,    3910,    3139,     -87,     684,  100.0,    0.3,   54.2,    2.3,   60.5,    1.2,    0.0,   31.1,   31.2,    0.9,    1.4,    8.5,    0.0,   96.6,   98.2,    3.4,    1.8,    136,.,     11,.,     22,      6,      0,     38,     35,      9,      9,     12,      0,     80,     68,    55.6,    47.9,    71.1,    71.4,    55.6,    47.9,    71.1,    69.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180821,2018-08-21,095741,CME ,00,095 ,  213196,     550,  111816,    5061,  124566,    2290,       0,   71522,   76206,     864,    3070,   13782,       0,  205633,  210019,    7563,    3177,    5842,       0,    1552,     468,    4221,     164,       0,    -390,    2522,     -69,    1554,    1351,       0,    5784,    5988,      58,    -146,  100.0,    0.3,   52.4,    2.4,   58.4,    1.1,    0.0,   33.5,   35.7,    0.4,    1.4,    6.5,    0.0,   96.5,   98.5,    3.5,    1.5,    135,.,     10,.,     22,      6,      0,     44,     31,      8,      9,     11,      0,     84,     62,    52.9,    52.4,    68.7,    74.3,    52.9,    52.4,    68.7,    72.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180814,2018-08-14,095741,CME ,00,095 ,  207354,     550,  110264,    4593,  120345,    2126,       0,   71912,   73684,     933,    1516,   12431,       0,  199849,  204031,    7505,    3323,    8878,       0,    4232,    -406,    6981,    -168,    -154,    3314,    7286,    -390,    -638,    -255,       0,    8707,   10145,     171,   -1267,  100.0,    0.3,   53.2,    2.2,   58.0,    1.0,    0.0,   34.7,   35.5,    0.4,    0.7,    6.0,    0.0,   96.4,   98.4,    3.6,    1.6,    135,.,     11,.,     24,      5,      0,     47,     27,     10,      7,     12,      0,     87,     61,    52.7,    54.8,    69.2,    75.3,    52.7,    54.7,    69.2,    73.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180807,2018-08-07,095741,CME ,00,095 ,  198476,     550,  106032,    4999,  113364,    2294,     154,   68598,   66398,    1323,    2154,   12686,       0,  191142,  193886,    7334,    4590,    8709,    -485,    3371,     316,   -2347,   -2106,     -14,   11677,    6466,     199,   -1587,     124,       0,    7759,    8356,     950,     353,  100.0,    0.3,   53.4,    2.5,   57.1,    1.2,    0.1,   34.6,   33.5,    0.7,    1.1,    6.4,    0.0,   96.3,   97.7,    3.7,    2.3,    134,.,     11,.,     22,      6,.,     39,     32,     10,     11,     11,      0,     82,     66,    52.8,    51.3,    68.8,    70.4,    52.8,    51.2,    68.8,    69.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180731,2018-07-31,095741,CME ,00,095 ,  189767,    1035,  102661,    4683,  115711,    4400,     168,   56921,   59932,    1124,    3741,   12562,       0,  183383,  185530,    6384,    4237,   12252,   -4118,    5816,    3659,    5165,   -2831,      -6,    6697,    5021,      88,     509,     447,       0,   11994,   12194,     258,      58,  100.0,    0.5,   54.1,    2.5,   61.0,    2.3,    0.1,   30.0,   31.6,    0.6,    2.0,    6.6,    0.0,   96.6,   97.8,    3.4,    2.2,    135,.,     11,.,     21,      7,.,     37,     33,     10,     12,     11,      0,     80,     68,    58.5,    51.6,    73.5,    68.7,    58.5,    51.6,    73.5,    68.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180724,2018-07-24,095741,CME ,00,095 ,  177515,    5153,   96845,    1024,  110546,    7231,     174,   50224,   54911,    1036,    3232,   12115,       0,  171389,  173336,    6126,    4179,   22507,    -506,    6325,     193,   20263,   -2553,    -185,    4495,   16283,   -1701,    -254,    4394,     -23,   22282,   22733,     225,    -226,  100.0,    2.9,   54.6,    0.6,   62.3,    4.1,    0.1,   28.3,   30.9,    0.6,    1.8,    6.8,    0.0,   96.5,   97.6,    3.5,    2.4,    142,.,     11,.,     19,     10,.,     37,     41,     10,      8,     13,      0,     75,     80,    64.1,    49.0,    76.0,    67.8,    64.1,    49.0,    75.9,    67.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180717,2018-07-17,095741,CME ,00,095 ,  155008,    5659,   90520,     831,   90283,    9784,     359,   45729,   38628,    2737,    3486,    7721,      23,  149107,  150603,    5901,    4405,   13122,     -41,    7145,       9,    7003,   -3920,     162,    4700,   11188,   -1042,    1058,     476,     -11,   11838,   14007,    1284,    -885,  100.0,    3.7,   58.4,    0.5,   58.2,    6.3,    0.2,   29.5,   24.9,    1.8,    2.2,    5.0,    0.0,   96.2,   97.2,    3.8,    2.8,    137,.,     10,.,     17,     12,.,     36,     37,      8,     10,     12,.,     72,     77,    64.9,    52.3,    76.0,    65.6,    64.9,    52.3,    75.5,    65.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180710,2018-07-10,095741,CME ,00,095 ,  141886,    5700,   83375,     822,   83280,   13704,     197,   41029,   27440,    3779,    2428,    7245,      34,  137269,  136596,    4617,    5290,   -3347,    -672,   14201,      22,   -2475,  -11676,     173,    -751,   -3472,    -340,    -243,    -682,      34,   -4252,   -1740,     905,   -1607,  100.0,    4.0,   58.8,    0.6,   58.7,    9.7,    0.1,   28.9,   19.3,    2.7,    1.7,    5.1,    0.0,   96.7,   96.3,    3.3,    3.7,    124,.,     10,.,     13,     15,.,     29,     35,     11,      8,     12,.,     61,     78,    68.0,    51.3,    78.1,    64.0,    68.0,    51.3,    77.5,    63.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180703,2018-07-03,095741,CME ,00,095 ,  145233,    6372,   69174,     800,   85755,   25380,      24,   41780,   30912,    4119,    2671,    7927,       0,  141521,  138336,    3712,    6897,   -5268,  -10596,   17706,       0,    3363,   -2659,      24,    2627,  -18571,    -335,     -81,    -674,       0,   -4998,   -4509,    -270,    -759,  100.0,    4.4,   47.6,    0.6,   59.0,   17.5,    0.0,   28.8,   21.3,    2.8,    1.8,    5.5,    0.0,   97.4,   95.3,    2.6,    4.7,    141,      4,      9,.,     12,     17,.,     32,     44,     13,      8,     15,      0,     65,     91,    64.7,    42.7,    76.5,    58.7,    64.7,    42.7,    76.2,    57.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180626,2018-06-26,095741,CME ,00,095 ,  150501,   16968,   51468,     800,   82392,   28039,       0,   39153,   49483,    4454,    2752,    8601,       0,  146519,  142845,    3982,    7656,   -6002,   -3260,     209,       0,    1942,   -8315,      -9,   -4364,    2749,    -590,    -115,     -68,       0,   -6396,   -6024,     394,      22,  100.0,   11.3,   34.2,    0.5,   54.7,   18.6,    0.0,   26.0,   32.9,    3.0,    1.8,    5.7,    0.0,   97.4,   94.9,    2.6,    5.1,    155,      4,      8,.,     11,     21,      0,     28,     56,     10,     10,     17,      0,     59,    107,    64.2,    39.0,    76.8,    54.8,    64.2,    38.6,    76.3,    52.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180619,2018-06-19,095741,CME ,00,095 ,  156503,   20228,   51259,     800,   80450,   36354,       9,   43517,   46734,    5044,    2867,    8669,       0,  152915,  148869,    3588,    7634,  -57775,  -46030,  -54040,      -9,    -498,     932,      -2,   -2479,    3401,   -7498,    -608,    -647,    -186,  -57310,  -58049,    -465,     274,  100.0,   12.9,   32.8,    0.5,   51.4,   23.2,    0.0,   27.8,   29.9,    3.2,    1.8,    5.5,    0.0,   97.7,   95.1,    2.3,    4.9,    159,.,      7,.,     11,     21,.,     31,     56,      9,     11,     19,      0,     64,    106,    61.8,    42.0,    77.3,    60.6,    61.8,    42.0,    76.2,    57.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180612,2018-06-12,095741,CME ,00,095 ,  214278,   66258,  105299,     809,   80948,   35422,      11,   45996,   43333,   12542,    3475,    9316,     186,  210225,  206918,    4053,    7360,   12180,   20582,   -2111,     133,   -9595,    5032,      11,   -4088,    4529,    4513,     705,    -311,     186,   12447,   11982,    -267,     198,  100.0,   30.9,   49.1,    0.4,   37.8,   16.5,    0.0,   21.5,   20.2,    5.9,    1.6,    4.3,    0.1,   98.1,   96.6,    1.9,    3.4,    167,      7,      8,.,     11,     22,.,     31,     51,     18,     13,     20,.,     78,    112,    51.1,    50.2,    74.1,    65.8,    51.1,    50.2,    74.1,    65.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180605,2018-06-05,095741,CME ,00,095 ,  202098,   45676,  107410,     676,   90543,   30390,       0,   50084,   38804,    8029,    2770,    9627,       0,  197778,  194936,    4320,    7162,   20427,   13889,   18766,    -512,    4516,    6284,       0,   -1530,   -8817,    3176,     803,     278,       0,   20342,   19175,      85,    1252,  100.0,   22.6,   53.1,    0.3,   44.8,   15.0,    0.0,   24.8,   19.2,    4.0,    1.4,    4.8,    0.0,   97.9,   96.5,    2.1,    3.5,    145,      6,      8,.,      9,     16,      0,     29,     48,     11,      9,     20,      0,     62,     96,    60.1,    53.1,    76.5,    68.0,    60.1,    52.9,    76.5,    67.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180529,2018-05-29,095741,CME ,00,095 ,  181671,   31787,   88644,    1188,   86027,   24106,       0,   51614,   47621,    4853,    1967,    9349,       0,  177436,  175761,    4235,    5910,   -2614,   21806,    8955,   -5303,  -11774,    1681,     -17,   -6787,   -8941,     445,     -60,     -34,       0,   -1690,   -3214,    -924,     600,  100.0,   17.5,   48.8,    0.7,   47.4,   13.3,    0.0,   28.4,   26.2,    2.7,    1.1,    5.1,    0.0,   97.7,   96.7,    2.3,    3.3,    138,      5,      8,.,     12,     10,      0,     34,     46,     11,      5,     18,      0,     64,     87,    63.4,    55.1,    75.2,    69.9,    63.4,    54.6,    75.2,    69.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180522,2018-05-22,095741,CME ,00,095 ,  184285,    9981,   79689,    6491,   97801,   22425,      17,   58401,   56562,    4408,    2027,    9383,       0,  179126,  178975,    5159,    5310,     931,    4527,  -12467,    -185,   -4060,    9047,    -139,   -1671,     845,    2831,      50,     390,     -60,    1293,     262,    -362,     669,  100.0,    5.4,   43.2,    3.5,   53.1,   12.2,    0.0,   31.7,   30.7,    2.4,    1.1,    5.1,    0.0,   97.2,   97.1,    2.8,    2.9,    135,      5,      9,.,     13,     10,.,     32,     43,     12,      6,     17,      0,     65,     86,    62.7,    55.2,    73.3,    69.4,    60.5,    54.7,    70.5,    68.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180515,2018-05-15,095741,CME ,00,095 ,  183354,    5454,   92156,    6676,  101861,   13378,     156,   60072,   55717,    1577,    1977,    8993,      60,  177833,  178713,    5521,    4641,  -16402,    1409,   -9086,     134,   -8515,    1159,     -87,   -8537,  -10002,     800,    -183,    -856,      60,  -14919,  -17878,   -1483,    1476,  100.0,    3.0,   50.3,    3.6,   55.6,    7.3,    0.1,   32.8,   30.4,    0.9,    1.1,    4.9,    0.0,   97.0,   97.5,    3.0,    2.5,    128,.,     10,.,     17,      8,.,     39,     31,     10,      5,     15,.,     70,     73,    61.6,    57.5,    71.9,    75.8,    59.3,    56.9,    69.2,    74.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180508,2018-05-08,095741,CME ,00,095 ,  199756,    4045,  101242,    6542,  110376,   12219,     243,   68609,   65719,     777,    2160,    9849,       0,  192752,  196591,    7004,    3165,  -17149,   -3571,    5905,     786,   -8629,     475,     243,   -4605,  -24511,    -394,    -571,     117,       0,  -16741,  -17379,    -408,     230,  100.0,    2.0,   50.7,    3.3,   55.3,    6.1,    0.1,   34.3,   32.9,    0.4,    1.1,    4.9,    0.0,   96.5,   98.4,    3.5,    1.6,    132,.,     11,.,     21,      7,.,     38,     29,      9,      7,     16,      0,     74,     71,    57.7,    61.0,    70.0,    76.5,    57.2,    60.5,    67.9,    75.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,095741,CME ,00,095 ,  216905,    7616,   95337,    5756,  119005,   11744,       0,   73214,   90230,    1171,    2731,    9732,       0,  209493,  213970,    7412,    2935,  -15288,    -365,   -1431,     345,    8518,     236,       0,  -23784,  -15187,     673,       2,     576,       0,  -14611,  -14788,    -677,    -500,  100.0,    3.5,   44.0,    2.7,   54.9,    5.4,    0.0,   33.8,   41.6,    0.5,    1.3,    4.5,    0.0,   96.6,   98.6,    3.4,    1.4,    149,.,     12,.,     28,      6,      0,     51,     26,      7,      9,     14,      0,     94,     64,    51.7,    61.2,    65.5,    73.5,    51.7,    60.7,    63.6,    73.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180424,2018-04-24,095741,CME ,00,095 ,  232193,    7981,   96768,    5411,  110487,   11508,       0,   96998,  105417,     498,    2729,    9156,       0,  224104,  228758,    8089,    3435,    3370,   -1345,     -18,    3682,   19711,   -2503,       0,  -17166,    1694,      82,   -1493,     310,       0,    3471,    3247,    -101,     123,  100.0,    3.4,   41.7,    2.3,   47.6,    5.0,    0.0,   41.8,   45.4,    0.2,    1.2,    3.9,    0.0,   96.5,   98.5,    3.5,    1.5,    148,      4,     12,.,     26,      5,      0,     58,     24,      5,      9,     10,      0,     99,     56,    48.0,    60.5,    63.0,    76.4,    48.0,    60.1,    61.9,    76.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180417,2018-04-17,095741,CME ,00,095 ,  228823,    9326,   96786,    1729,   90776,   14011,       0,  114164,  103723,     416,    4222,    8846,       0,  220633,  225511,    8190,    3312,    5324,     185,    1336,      75,    1474,   -1880,       0,    3013,    6417,     121,     200,    -818,       0,    5068,    5251,     256,      73,  100.0,    4.1,   42.3,    0.8,   39.7,    6.1,    0.0,   49.9,   45.3,    0.2,    1.8,    3.9,    0.0,   96.4,   98.6,    3.6,    1.4,    167,.,     11,.,     27,      8,      0,     70,     23,      4,     15,     10,      0,    117,     56,    39.2,    60.4,    55.1,    76.3,    39.2,    60.0,    54.8,    75.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180410,2018-04-10,095741,CME ,00,095 ,  223499,    9141,   95450,    1654,   89302,   15891,       0,  111151,   97306,     295,    4022,    9664,       0,  215565,  220260,    7934,    3239,   13554,    -341,    5090,     749,    3824,     537,       0,    9718,    7660,     -57,     464,    -809,       0,   14357,   13170,    -803,     384,  100.0,    4.1,   42.7,    0.7,   40.0,    7.1,    0.0,   49.7,   43.5,    0.1,    1.8,    4.3,    0.0,   96.5,   98.6,    3.5,    1.4,    165,.,     10,.,     25,      8,      0,     69,     26,      5,     14,     11,      0,    113,     59,    40.5,    62.9,    56.2,    76.0,    40.5,    62.5,    55.8,    75.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,095741,CME ,00,095 ,  209945,    9482,   90360,     905,   85478,   15354,       0,  101433,   89646,     352,    3558,   10473,       0,  201208,  207090,    8737,    2855,    9998,    -211,   16496,     871,    3420,    -249,    -218,    5981,   -6266,    -320,     256,     192,       0,    9779,   10506,     219,    -508,  100.0,    4.5,   43.0,    0.4,   40.7,    7.3,    0.0,   48.3,   42.7,    0.2,    1.7,    5.0,    0.0,   95.8,   98.6,    4.2,    1.4,    165,.,      9,.,     25,      7,      0,     71,     22,.,     13,     15,      0,    113,     57,    39.7,    64.2,    56.7,    75.5,    39.7,    64.0,    56.5,    75.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180327,2018-03-27,095741,CME ,00,095 ,  199947,    9693,   73864,      34,   82058,   15603,     218,   95452,   95912,     672,    3302,   10281,       0,  191429,  196584,    8518,    3363,   17410,   -4780,   15280,      34,    2717,    4452,     215,   17677,    -630,   -1176,    1114,    -140,       0,   15801,   18035,    1609,    -625,  100.0,    4.8,   36.9,    0.0,   41.0,    7.8,    0.1,   47.7,   48.0,    0.3,    1.7,    5.1,    0.0,   95.7,   98.3,    4.3,    1.7,    153,.,      9,.,     23,      8,.,     65,     20,      5,     13,     12,      0,    106,     55,    41.3,    61.9,    58.3,    74.4,    41.2,    61.9,    58.2,    74.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180320,2018-03-20,095741,CME ,00,095 ,  182537,   14473,   58584,       0,   79341,   11151,       3,   77775,   96542,    1848,    2188,   10421,       0,  175628,  178549,    6909,    3988,  -13686,     291,  -27108,       0,    2035,    1105,    -579,   -9372,   17382,   -4252,    -220,     587,    -734,  -12831,  -13599,    -855,     -87,  100.0,    7.9,   32.1,    0.0,   43.5,    6.1,    0.0,   42.6,   52.9,    1.0,    1.2,    5.7,    0.0,   96.2,   97.8,    3.8,    2.2,    148,      4,      6,      0,     22,      8,.,     56,     30,      7,      9,     13,      0,     93,     63,    44.1,    65.5,    61.3,    74.5,    44.1,    65.5,    61.3,    74.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180313,2018-03-13,095741,CME ,00,095 ,  196223,   14182,   85692,       0,   77306,   10046,     582,   87147,   79160,    6100,    2408,    9834,     734,  188459,  192148,    7764,    4075,    4161,    3982,   -5284,     -19,   -8030,    -217,     577,     652,    3286,    4558,     779,      54,     684,    3183,    3639,     978,     522,  100.0,    7.2,   43.7,    0.0,   39.4,    5.1,    0.3,   44.4,   40.3,    3.1,    1.2,    5.0,    0.4,   96.0,   97.9,    4.0,    2.1,    156,      6,      6,      0,     20,      7,.,     66,     25,     13,     11,     13,.,    108,     64,    40.7,    67.7,    54.6,    79.1,    40.7,    67.7,    54.6,    79.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180306,2018-03-06,095741,CME ,00,095 ,  192062,   10200,   90976,      19,   85336,   10263,       5,   86495,   75874,    1542,    1629,    9780,      50,  185276,  188509,    6786,    3553,    2840,    4465,   -1184,       0,    2283,   -2919,       5,   -2886,    7533,    -177,    -845,     315,      50,    2895,    3623,     -55,    -783,  100.0,    5.3,   47.4,    0.0,   44.4,    5.3,    0.0,   45.0,   39.5,    0.8,    0.8,    5.1,    0.0,   96.5,   98.2,    3.5,    1.8,    151,      4,     10,.,     18,      8,.,     63,     27,      7,      8,     13,.,     97,     64,    51.2,    66.8,    64.6,    80.7,    51.2,    66.8,    64.6,    80.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
